Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Time Slot,Day of the Week,Request Status,Trip Duration (Mins.)
370,City,73,Trip Completed,11-07-2016 08:06,11-07-2016 08:32,Morning,Mon,Request Fullfilled,26
799,Airport,73,Trip Completed,11-07-2016 17:07,11-07-2016 17:53,Evening,Mon,Request Fullfilled,46
1300,City,73,Trip Completed,11-07-2016 22:31,11-07-2016 22:56,Night,Mon,Request Fullfilled,25
1805,Airport,73,Trip Completed,12-07-2016 09:11,12-07-2016 10:03,Morning,Tue,Request Fullfilled,52
2410,City,73,Trip Completed,12-07-2016 20:05,12-07-2016 20:59,Evening,Tue,Request Fullfilled,54
2723,Airport,73,Trip Completed,13-07-2016 02:18,13-07-2016 03:10,Late Night,Wed,Request Fullfilled,51.3
3240,City,73,Trip Completed,13-07-2016 10:06,13-07-2016 10:35,Morning,Wed,Request Fullfilled,29.5
3424,City,73,Trip Completed,13-07-2016 15:48,13-07-2016 16:53,Afternoon,Wed,Request Fullfilled,65.4
4188,City,73,Trip Completed,14-07-2016 05:29,14-07-2016 05:59,Early Morning,Thu,Request Fullfilled,30.1
5617,City,73,Trip Completed,15-07-2016 06:25,15-07-2016 07:36,Morning,Fri,Request Fullfilled,70.6
5932,Airport,73,Trip Completed,15-07-2016 10:09,15-07-2016 11:21,Morning,Fri,Request Fullfilled,72.1
6699,City,73,Trip Completed,15-07-2016 22:47,15-07-2016 23:37,Night,Fri,Request Fullfilled,50.4
285,City,74,Trip Completed,11-07-2016 07:02,11-07-2016 07:40,Morning,Mon,Request Fullfilled,38
754,City,74,Trip Completed,11-07-2016 16:06,11-07-2016 16:53,Afternoon,Mon,Request Fullfilled,47
1449,Airport,74,Trip Completed,12-07-2016 04:53,12-07-2016 05:57,Early Morning,Tue,Request Fullfilled,64
2764,Airport,74,Trip Completed,13-07-2016 03:58,13-07-2016 04:42,Early Morning,Wed,Request Fullfilled,43.9
2859,City,74,Trip Completed,13-07-2016 05:39,13-07-2016 06:37,Early Morning,Wed,Request Fullfilled,58.4
3036,Airport,74,Trip Completed,13-07-2016 07:36,13-07-2016 08:45,Morning,Wed,Request Fullfilled,69
3934,Airport,74,Trip Completed,13-07-2016 22:20,13-07-2016 23:25,Night,Wed,Request Fullfilled,64.9
4486,City,74,Trip Completed,14-07-2016 09:00,14-07-2016 09:39,Morning,Thu,Request Fullfilled,38.9
4996,City,74,Trip Completed,14-07-2016 18:52,14-07-2016 19:44,Evening,Thu,Request Fullfilled,52.3
5133,Airport,74,Trip Completed,14-07-2016 20:11,14-07-2016 20:45,Evening,Thu,Request Fullfilled,34.2
5887,City,74,Trip Completed,15-07-2016 09:39,15-07-2016 10:23,Morning,Fri,Request Fullfilled,44.6
6402,Airport,74,Trip Completed,15-07-2016 19:29,15-07-2016 20:41,Evening,Fri,Request Fullfilled,72.1
462,City,75,Trip Completed,11-07-2016 09:14,11-07-2016 10:30,Morning,Mon,Request Fullfilled,76
817,City,75,Trip Completed,11-07-2016 17:32,11-07-2016 18:23,Evening,Mon,Request Fullfilled,51
1790,Airport,75,Trip Completed,12-07-2016 09:06,12-07-2016 09:58,Morning,Tue,Request Fullfilled,52
2014,City,75,Trip Completed,12-07-2016 13:36,12-07-2016 14:09,Afternoon,Tue,Request Fullfilled,33
2165,City,75,Trip Completed,12-07-2016 17:31,12-07-2016 18:24,Evening,Tue,Request Fullfilled,53
2627,City,75,Trip Completed,12-07-2016 22:08,12-07-2016 22:56,Night,Tue,Request Fullfilled,48
2968,City,75,Trip Completed,13-07-2016 06:54,13-07-2016 07:28,Morning,Wed,Request Fullfilled,33.9
3282,Airport,75,Trip Completed,13-07-2016 10:47,13-07-2016 11:24,Morning,Wed,Request Fullfilled,36.8
3544,City,75,Trip Completed,13-07-2016 17:54,13-07-2016 19:01,Evening,Wed,Request Fullfilled,66.9
5552,Airport,75,Trip Completed,15-07-2016 05:33,15-07-2016 06:28,Early Morning,Fri,Request Fullfilled,55.3
6657,Airport,75,Trip Completed,15-07-2016 22:11,15-07-2016 23:13,Night,Fri,Request Fullfilled,61.5
88,Airport,76,Trip Completed,11-07-2016 04:54,11-07-2016 06:07,Early Morning,Mon,Request Fullfilled,73
201,City,76,Trip Completed,11-07-2016 06:09,11-07-2016 07:20,Morning,Mon,Request Fullfilled,71
847,Airport,76,Trip Completed,11-07-2016 17:49,11-07-2016 18:48,Evening,Mon,Request Fullfilled,59
1585,Airport,76,Trip Completed,12-07-2016 06:30,12-07-2016 07:27,Morning,Tue,Request Fullfilled,57
2116,City,76,Trip Completed,12-07-2016 16:33,12-07-2016 17:09,Afternoon,Tue,Request Fullfilled,36
2800,Airport,76,Trip Completed,13-07-2016 04:58,13-07-2016 05:27,Early Morning,Wed,Request Fullfilled,28.8
3066,City,76,Trip Completed,13-07-2016 07:57,13-07-2016 08:44,Morning,Wed,Request Fullfilled,47.6
3640,City,76,Trip Completed,13-07-2016 19:05,13-07-2016 19:46,Evening,Wed,Request Fullfilled,41.3
4162,City,76,Trip Completed,14-07-2016 05:06,14-07-2016 06:16,Early Morning,Thu,Request Fullfilled,70.2
4892,Airport,76,Trip Completed,14-07-2016 17:59,14-07-2016 19:08,Evening,Thu,Request Fullfilled,69
5038,City,76,Trip Completed,14-07-2016 19:20,14-07-2016 19:47,Evening,Thu,Request Fullfilled,27.5
6417,City,76,Trip Completed,15-07-2016 19:44,15-07-2016 20:44,Evening,Fri,Request Fullfilled,60.6
376,City,77,Trip Completed,11-07-2016 08:11,11-07-2016 08:49,Morning,Mon,Request Fullfilled,38
899,City,77,Trip Completed,11-07-2016 18:09,11-07-2016 19:16,Evening,Mon,Request Fullfilled,67
1112,Airport,77,Trip Completed,11-07-2016 20:15,11-07-2016 21:07,Evening,Mon,Request Fullfilled,52
1444,City,77,Trip Completed,12-07-2016 04:43,12-07-2016 05:56,Early Morning,Tue,Request Fullfilled,73
1993,City,77,Trip Completed,12-07-2016 12:50,12-07-2016 13:42,Afternoon,Tue,Request Fullfilled,52
2417,City,77,Trip Completed,12-07-2016 19:59,12-07-2016 21:22,Evening,Tue,Request Fullfilled,83
3318,City,77,Trip Completed,13-07-2016 12:25,13-07-2016 13:07,Afternoon,Wed,Request Fullfilled,41.9
3529,Airport,77,Trip Completed,13-07-2016 17:53,13-07-2016 18:36,Evening,Wed,Request Fullfilled,42.9
4322,Airport,77,Trip Completed,14-07-2016 07:04,14-07-2016 07:30,Morning,Thu,Request Fullfilled,26.3
5861,Airport,77,Trip Completed,15-07-2016 09:11,15-07-2016 10:26,Morning,Fri,Request Fullfilled,74.9
6519,City,77,Trip Completed,15-07-2016 20:44,15-07-2016 21:32,Evening,Fri,Request Fullfilled,48.3
34,City,78,Trip Completed,11-07-2016 02:20,11-07-2016 03:34,Late Night,Mon,Request Fullfilled,74
637,Airport,78,Trip Completed,11-07-2016 12:24,11-07-2016 13:31,Afternoon,Mon,Request Fullfilled,67
1005,City,78,Trip Completed,11-07-2016 19:07,11-07-2016 19:53,Evening,Mon,Request Fullfilled,46
1293,City,78,Trip Completed,11-07-2016 22:28,11-07-2016 23:24,Night,Mon,Request Fullfilled,56
1664,Airport,78,Trip Completed,12-07-2016 07:35,12-07-2016 08:45,Morning,Tue,Request Fullfilled,70
1915,City,78,Trip Completed,12-07-2016 10:45,12-07-2016 11:32,Morning,Tue,Request Fullfilled,47
3262,Airport,78,Trip Completed,13-07-2016 10:21,13-07-2016 11:08,Morning,Wed,Request Fullfilled,47
3546,City,78,Trip Completed,13-07-2016 18:02,13-07-2016 18:48,Evening,Wed,Request Fullfilled,45.5
3977,Airport,78,Trip Completed,13-07-2016 23:13,13-07-2016 23:50,Night,Wed,Request Fullfilled,37.1
4300,City,78,Trip Completed,14-07-2016 06:46,14-07-2016 07:59,Morning,Thu,Request Fullfilled,72.8
4680,City,78,Trip Completed,14-07-2016 12:48,14-07-2016 13:34,Afternoon,Thu,Request Fullfilled,45.3
4812,City,78,Trip Completed,14-07-2016 17:17,14-07-2016 18:20,Evening,Thu,Request Fullfilled,63.5
5972,Airport,78,Trip Completed,15-07-2016 11:06,15-07-2016 11:47,Morning,Fri,Request Fullfilled,40.9
645,City,79,Trip Completed,11-07-2016 12:39,11-07-2016 13:51,Afternoon,Mon,Request Fullfilled,72
732,Airport,79,Trip Completed,11-07-2016 15:18,11-07-2016 15:57,Afternoon,Mon,Request Fullfilled,39
1215,Airport,79,Trip Completed,11-07-2016 21:33,11-07-2016 22:28,Night,Mon,Request Fullfilled,55
1450,Airport,79,Trip Completed,12-07-2016 04:46,12-07-2016 05:46,Early Morning,Tue,Request Fullfilled,60
2044,Airport,79,Trip Completed,12-07-2016 14:39,12-07-2016 15:21,Afternoon,Tue,Request Fullfilled,42
2420,Airport,79,Trip Completed,12-07-2016 20:07,12-07-2016 21:04,Evening,Tue,Request Fullfilled,57
3944,City,79,Trip Completed,13-07-2016 22:33,13-07-2016 23:09,Night,Wed,Request Fullfilled,36.1
4369,City,79,Trip Completed,14-07-2016 07:37,14-07-2016 08:18,Morning,Thu,Request Fullfilled,40.7
5070,Airport,79,Trip Completed,14-07-2016 19:33,14-07-2016 20:45,Evening,Thu,Request Fullfilled,71.8
5822,Airport,79,Trip Completed,15-07-2016 08:53,15-07-2016 09:40,Morning,Fri,Request Fullfilled,46.1
6723,City,79,Trip Completed,15-07-2016 23:19,16-07-2016 00:08,Night,Fri,Request Fullfilled,48.8
3,Airport,80,Trip Completed,11-07-2016 00:24,11-07-2016 01:31,Late Night,Mon,Request Fullfilled,67
70,City,80,Trip Completed,11-07-2016 04:34,11-07-2016 05:30,Early Morning,Mon,Request Fullfilled,56
256,Airport,80,Trip Completed,11-07-2016 06:44,11-07-2016 07:38,Morning,Mon,Request Fullfilled,54
702,Airport,80,Trip Completed,11-07-2016 14:07,11-07-2016 14:50,Afternoon,Mon,Request Fullfilled,43
769,Airport,80,Trip Completed,11-07-2016 16:21,11-07-2016 17:25,Afternoon,Mon,Request Fullfilled,64
1277,City,80,Trip Completed,11-07-2016 22:04,11-07-2016 22:35,Night,Mon,Request Fullfilled,31
2062,Airport,80,Trip Completed,12-07-2016 15:00,12-07-2016 15:54,Afternoon,Tue,Request Fullfilled,54
2399,Airport,80,Trip Completed,12-07-2016 19:51,12-07-2016 20:35,Evening,Tue,Request Fullfilled,44
2645,Airport,80,Trip Completed,12-07-2016 22:46,12-07-2016 23:22,Night,Tue,Request Fullfilled,36
3468,City,80,Trip Completed,13-07-2016 17:08,13-07-2016 17:46,Evening,Wed,Request Fullfilled,38
3826,Airport,80,Trip Completed,13-07-2016 21:16,13-07-2016 21:51,Night,Wed,Request Fullfilled,35.1
5384,Airport,80,Trip Completed,14-07-2016 00:03,14-07-2016 01:03,Late Night,Thu,Request Fullfilled,60.3
6460,City,80,Trip Completed,15-07-2016 20:09,15-07-2016 20:52,Evening,Fri,Request Fullfilled,43.3
269,City,81,Trip Completed,11-07-2016 06:44,11-07-2016 07:43,Morning,Mon,Request Fullfilled,59
336,Airport,81,Trip Completed,11-07-2016 07:50,11-07-2016 08:44,Morning,Mon,Request Fullfilled,54
1241,Airport,81,Trip Completed,11-07-2016 21:38,11-07-2016 22:42,Night,Mon,Request Fullfilled,64
1651,Airport,81,Trip Completed,12-07-2016 07:21,12-07-2016 07:59,Morning,Tue,Request Fullfilled,38
1963,City,81,Trip Completed,12-07-2016 11:58,12-07-2016 13:01,Morning,Tue,Request Fullfilled,63
2368,City,81,Trip Completed,12-07-2016 19:32,12-07-2016 20:23,Evening,Tue,Request Fullfilled,51
3004,Airport,81,Trip Completed,13-07-2016 07:17,13-07-2016 08:26,Morning,Wed,Request Fullfilled,69.1
3310,City,81,Trip Completed,13-07-2016 11:55,13-07-2016 12:57,Morning,Wed,Request Fullfilled,61.6
3391,City,81,Trip Completed,13-07-2016 14:34,13-07-2016 15:50,Afternoon,Wed,Request Fullfilled,76
4194,Airport,81,Trip Completed,14-07-2016 05:27,14-07-2016 06:13,Early Morning,Thu,Request Fullfilled,46.3
5728,City,81,Trip Completed,15-07-2016 07:42,15-07-2016 08:45,Morning,Fri,Request Fullfilled,63
6091,City,81,Trip Completed,15-07-2016 14:37,15-07-2016 15:17,Afternoon,Fri,Request Fullfilled,39.7
6748,Airport,81,Trip Completed,15-07-2016 23:45,16-07-2016 00:51,Night,Fri,Request Fullfilled,66.2
286,City,82,Trip Completed,11-07-2016 06:58,11-07-2016 07:54,Morning,Mon,Request Fullfilled,56
547,Airport,82,Trip Completed,11-07-2016 10:01,11-07-2016 10:47,Morning,Mon,Request Fullfilled,46
574,City,82,Trip Completed,11-07-2016 10:58,11-07-2016 11:39,Morning,Mon,Request Fullfilled,41
936,Airport,82,Trip Completed,11-07-2016 18:28,11-07-2016 19:25,Evening,Mon,Request Fullfilled,57
1514,Airport,82,Trip Completed,12-07-2016 05:41,12-07-2016 06:18,Early Morning,Tue,Request Fullfilled,37
1656,City,82,Trip Completed,12-07-2016 07:26,12-07-2016 08:35,Morning,Tue,Request Fullfilled,69
2405,Airport,82,Trip Completed,12-07-2016 20:01,12-07-2016 20:53,Evening,Tue,Request Fullfilled,52
3372,Airport,82,Trip Completed,13-07-2016 14:03,13-07-2016 14:37,Afternoon,Wed,Request Fullfilled,34.6
4215,Airport,82,Trip Completed,14-07-2016 05:40,14-07-2016 06:38,Early Morning,Thu,Request Fullfilled,57.9
6486,City,82,Trip Completed,15-07-2016 20:26,15-07-2016 21:08,Evening,Fri,Request Fullfilled,42.3
520,City,83,Trip Completed,11-07-2016 09:47,11-07-2016 10:43,Morning,Mon,Request Fullfilled,56
1285,City,83,Trip Completed,11-07-2016 22:13,11-07-2016 23:17,Night,Mon,Request Fullfilled,64
3394,City,83,Trip Completed,13-07-2016 14:51,13-07-2016 15:32,Afternoon,Wed,Request Fullfilled,40.4
3520,City,83,Trip Completed,13-07-2016 17:43,13-07-2016 18:36,Evening,Wed,Request Fullfilled,53.7
4998,City,83,Trip Completed,14-07-2016 18:52,14-07-2016 20:04,Evening,Thu,Request Fullfilled,71.3
5377,City,83,Trip Completed,14-07-2016 23:42,15-07-2016 00:39,Night,Thu,Request Fullfilled,57.6
5759,City,83,Trip Completed,15-07-2016 08:16,15-07-2016 08:54,Morning,Fri,Request Fullfilled,38.1
422,City,84,Trip Completed,11-07-2016 08:42,11-07-2016 09:56,Morning,Mon,Request Fullfilled,74
578,Airport,84,Trip Completed,11-07-2016 11:03,11-07-2016 11:53,Morning,Mon,Request Fullfilled,50
3035,City,84,Trip Completed,13-07-2016 07:31,13-07-2016 08:47,Morning,Wed,Request Fullfilled,76.4
3728,Airport,84,Trip Completed,13-07-2016 20:03,13-07-2016 21:16,Evening,Wed,Request Fullfilled,73.7
4097,City,84,Trip Completed,14-07-2016 03:15,14-07-2016 04:05,Early Morning,Thu,Request Fullfilled,50
5184,City,84,Trip Completed,14-07-2016 20:42,14-07-2016 21:49,Evening,Thu,Request Fullfilled,67.5
5404,City,84,Trip Completed,15-07-2016 01:12,15-07-2016 02:05,Late Night,Fri,Request Fullfilled,52.5
5525,Airport,84,Trip Completed,15-07-2016 05:18,15-07-2016 06:36,Early Morning,Fri,Request Fullfilled,78.5
6392,Airport,84,Trip Completed,15-07-2016 19:24,15-07-2016 20:31,Evening,Fri,Request Fullfilled,67.6
603,Airport,85,Trip Completed,11-07-2016 11:43,11-07-2016 12:56,Morning,Mon,Request Fullfilled,73
1956,City,85,Trip Completed,12-07-2016 11:45,12-07-2016 12:32,Morning,Tue,Request Fullfilled,47
2914,Airport,85,Trip Completed,13-07-2016 06:16,13-07-2016 06:51,Morning,Wed,Request Fullfilled,34.8
3434,Airport,85,Trip Completed,13-07-2016 16:07,13-07-2016 16:48,Afternoon,Wed,Request Fullfilled,41.3
3454,City,85,Trip Completed,13-07-2016 16:57,13-07-2016 18:07,Afternoon,Wed,Request Fullfilled,69.7
3809,City,85,Trip Completed,13-07-2016 20:58,13-07-2016 21:43,Evening,Wed,Request Fullfilled,44.8
3947,Airport,85,Trip Completed,13-07-2016 22:39,13-07-2016 23:15,Night,Wed,Request Fullfilled,36
4319,Airport,85,Trip Completed,14-07-2016 06:54,14-07-2016 08:09,Morning,Thu,Request Fullfilled,75.1
4716,City,85,Trip Completed,14-07-2016 13:36,14-07-2016 14:08,Afternoon,Thu,Request Fullfilled,32.1
5790,Airport,85,Trip Completed,15-07-2016 08:31,15-07-2016 09:40,Morning,Fri,Request Fullfilled,68.5
6205,Airport,85,Trip Completed,15-07-2016 17:26,15-07-2016 18:38,Evening,Fri,Request Fullfilled,72.2
6727,Airport,85,Trip Completed,15-07-2016 23:25,16-07-2016 00:19,Night,Fri,Request Fullfilled,54.4
51,City,86,Trip Completed,11-07-2016 03:34,11-07-2016 04:33,Early Morning,Mon,Request Fullfilled,59
446,City,86,Trip Completed,11-07-2016 09:07,11-07-2016 10:08,Morning,Mon,Request Fullfilled,61
1252,City,86,Trip Completed,11-07-2016 21:51,11-07-2016 22:58,Night,Mon,Request Fullfilled,67
1380,Airport,86,Trip Completed,12-07-2016 01:01,12-07-2016 02:15,Late Night,Tue,Request Fullfilled,74
1638,City,86,Trip Completed,12-07-2016 07:15,12-07-2016 07:50,Morning,Tue,Request Fullfilled,35
2152,Airport,86,Trip Completed,12-07-2016 17:25,12-07-2016 17:55,Evening,Tue,Request Fullfilled,30
3125,City,86,Trip Completed,13-07-2016 08:45,13-07-2016 09:19,Morning,Wed,Request Fullfilled,33.7
3366,City,86,Trip Completed,13-07-2016 13:45,13-07-2016 14:34,Afternoon,Wed,Request Fullfilled,48.8
4632,Airport,86,Trip Completed,14-07-2016 11:21,14-07-2016 12:20,Morning,Thu,Request Fullfilled,58.5
5924,City,86,Trip Completed,15-07-2016 10:09,15-07-2016 10:47,Morning,Fri,Request Fullfilled,38.8
6133,Airport,86,Trip Completed,15-07-2016 15:43,15-07-2016 16:15,Afternoon,Fri,Request Fullfilled,32.3
6316,Airport,86,Trip Completed,15-07-2016 18:35,15-07-2016 19:07,Evening,Fri,Request Fullfilled,32.4
6609,City,86,Trip Completed,15-07-2016 21:44,15-07-2016 22:55,Night,Fri,Request Fullfilled,71.2
246,Airport,87,Trip Completed,11-07-2016 06:35,11-07-2016 07:10,Morning,Mon,Request Fullfilled,35
980,Airport,87,Trip Completed,11-07-2016 19:00,11-07-2016 20:15,Evening,Mon,Request Fullfilled,75
1677,City,87,Trip Completed,12-07-2016 07:38,12-07-2016 08:16,Morning,Tue,Request Fullfilled,38
4620,City,87,Trip Completed,14-07-2016 10:59,14-07-2016 12:14,Morning,Thu,Request Fullfilled,74.8
4848,Airport,87,Trip Completed,14-07-2016 17:33,14-07-2016 18:16,Evening,Thu,Request Fullfilled,42.2
5402,Airport,87,Trip Completed,15-07-2016 01:06,15-07-2016 01:48,Late Night,Fri,Request Fullfilled,41.9
5971,Airport,87,Trip Completed,15-07-2016 11:04,15-07-2016 11:47,Morning,Fri,Request Fullfilled,42.7
6113,City,87,Trip Completed,15-07-2016 15:15,15-07-2016 16:22,Afternoon,Fri,Request Fullfilled,67.6
6508,City,87,Trip Completed,15-07-2016 20:40,15-07-2016 21:39,Evening,Fri,Request Fullfilled,59.5
746,Airport,88,Trip Completed,11-07-2016 15:47,11-07-2016 16:34,Afternoon,Mon,Request Fullfilled,47
1488,Airport,88,Trip Completed,12-07-2016 05:31,12-07-2016 06:38,Early Morning,Tue,Request Fullfilled,67
1838,City,88,Trip Completed,12-07-2016 09:40,12-07-2016 10:10,Morning,Tue,Request Fullfilled,30
2839,Airport,88,Trip Completed,13-07-2016 05:20,13-07-2016 06:05,Early Morning,Wed,Request Fullfilled,44.5
4391,City,88,Trip Completed,14-07-2016 07:52,14-07-2016 09:02,Morning,Thu,Request Fullfilled,69.9
4701,City,88,Trip Completed,14-07-2016 13:09,14-07-2016 13:49,Afternoon,Thu,Request Fullfilled,39.8
5171,Airport,88,Trip Completed,14-07-2016 20:29,14-07-2016 21:35,Evening,Thu,Request Fullfilled,65.4
5962,City,88,Trip Completed,15-07-2016 10:48,15-07-2016 11:55,Morning,Fri,Request Fullfilled,67
6118,City,88,Trip Completed,15-07-2016 15:17,15-07-2016 16:19,Afternoon,Fri,Request Fullfilled,62.2
6450,City,88,Trip Completed,15-07-2016 20:01,15-07-2016 20:59,Evening,Fri,Request Fullfilled,58.6
257,Airport,89,Trip Completed,11-07-2016 06:38,11-07-2016 07:50,Morning,Mon,Request Fullfilled,72
708,Airport,89,Trip Completed,11-07-2016 14:16,11-07-2016 14:48,Afternoon,Mon,Request Fullfilled,32
891,Airport,89,Trip Completed,11-07-2016 18:10,11-07-2016 19:14,Evening,Mon,Request Fullfilled,64
1748,City,89,Trip Completed,12-07-2016 08:33,12-07-2016 09:14,Morning,Tue,Request Fullfilled,41
2625,City,89,Trip Completed,12-07-2016 22:09,12-07-2016 23:18,Night,Tue,Request Fullfilled,69
3989,City,89,Trip Completed,13-07-2016 23:21,14-07-2016 00:31,Night,Wed,Request Fullfilled,69.9
5285,Airport,89,Trip Completed,14-07-2016 21:42,14-07-2016 22:12,Night,Thu,Request Fullfilled,29.8
6461,City,89,Trip Completed,15-07-2016 20:12,15-07-2016 21:12,Evening,Fri,Request Fullfilled,60
1563,Airport,90,Trip Completed,12-07-2016 06:16,12-07-2016 07:32,Morning,Tue,Request Fullfilled,76
2207,Airport,90,Trip Completed,12-07-2016 17:56,12-07-2016 19:14,Evening,Tue,Request Fullfilled,78
2879,City,90,Trip Completed,13-07-2016 05:59,13-07-2016 06:50,Early Morning,Wed,Request Fullfilled,50.4
3644,Airport,90,Trip Completed,13-07-2016 19:08,13-07-2016 19:54,Evening,Wed,Request Fullfilled,45.8
3996,Airport,90,Trip Completed,13-07-2016 23:36,14-07-2016 00:35,Night,Wed,Request Fullfilled,59.4
4355,City,90,Trip Completed,14-07-2016 07:19,14-07-2016 07:59,Morning,Thu,Request Fullfilled,40.4
4758,City,90,Trip Completed,14-07-2016 15:26,14-07-2016 16:07,Afternoon,Thu,Request Fullfilled,41
6001,Airport,90,Trip Completed,15-07-2016 12:07,15-07-2016 13:18,Afternoon,Fri,Request Fullfilled,70.3
1181,Airport,91,Trip Completed,11-07-2016 21:04,11-07-2016 22:06,Night,Mon,Request Fullfilled,62
1297,City,91,Trip Completed,11-07-2016 22:22,11-07-2016 23:03,Night,Mon,Request Fullfilled,41
1429,City,91,Trip Completed,12-07-2016 04:41,12-07-2016 05:22,Early Morning,Tue,Request Fullfilled,41
2104,City,91,Trip Completed,12-07-2016 16:07,12-07-2016 17:04,Afternoon,Tue,Request Fullfilled,57
2736,City,91,Trip Completed,13-07-2016 02:43,13-07-2016 03:54,Late Night,Wed,Request Fullfilled,71.8
3615,City,91,Trip Completed,13-07-2016 18:56,13-07-2016 19:43,Evening,Wed,Request Fullfilled,47.1
4719,Airport,91,Trip Completed,14-07-2016 13:43,14-07-2016 14:46,Afternoon,Thu,Request Fullfilled,62.6
4748,City,91,Trip Completed,14-07-2016 15:03,14-07-2016 16:22,Afternoon,Thu,Request Fullfilled,78.7
870,City,92,Trip Completed,11-07-2016 17:57,11-07-2016 18:41,Evening,Mon,Request Fullfilled,44
2124,Airport,92,Trip Completed,12-07-2016 16:53,12-07-2016 17:31,Afternoon,Tue,Request Fullfilled,38
2457,Airport,92,Trip Completed,12-07-2016 20:31,12-07-2016 21:39,Evening,Tue,Request Fullfilled,68
2621,City,92,Trip Completed,12-07-2016 22:05,12-07-2016 22:58,Night,Tue,Request Fullfilled,53
3168,City,92,Trip Completed,13-07-2016 09:12,13-07-2016 10:08,Morning,Wed,Request Fullfilled,56.7
3285,Airport,92,Trip Completed,13-07-2016 10:59,13-07-2016 12:00,Morning,Wed,Request Fullfilled,61.6
3315,City,92,Trip Completed,13-07-2016 12:09,13-07-2016 13:19,Afternoon,Wed,Request Fullfilled,69.6
5585,City,92,Trip Completed,15-07-2016 05:58,15-07-2016 07:10,Early Morning,Fri,Request Fullfilled,71.9
6235,City,92,Trip Completed,15-07-2016 17:47,15-07-2016 18:20,Evening,Fri,Request Fullfilled,33.1
913,Airport,93,Trip Completed,11-07-2016 18:18,11-07-2016 19:15,Evening,Mon,Request Fullfilled,57
1852,City,93,Trip Completed,12-07-2016 09:43,12-07-2016 10:58,Morning,Tue,Request Fullfilled,75
3117,Airport,93,Trip Completed,13-07-2016 08:34,13-07-2016 09:07,Morning,Wed,Request Fullfilled,32.9
3392,Airport,93,Trip Completed,13-07-2016 14:46,13-07-2016 15:17,Afternoon,Wed,Request Fullfilled,31
4722,City,93,Trip Completed,14-07-2016 13:50,14-07-2016 14:59,Afternoon,Thu,Request Fullfilled,69
692,Airport,94,Trip Completed,11-07-2016 13:49,11-07-2016 14:29,Afternoon,Mon,Request Fullfilled,40
1351,Airport,94,Trip Completed,11-07-2016 23:44,12-07-2016 00:49,Night,Mon,Request Fullfilled,65
1800,City,94,Trip Completed,12-07-2016 09:09,12-07-2016 10:05,Morning,Tue,Request Fullfilled,56
2434,City,94,Trip Completed,12-07-2016 20:16,12-07-2016 21:15,Evening,Tue,Request Fullfilled,59
3212,City,94,Trip Completed,13-07-2016 09:48,13-07-2016 10:45,Morning,Wed,Request Fullfilled,57.3
3340,City,94,Trip Completed,13-07-2016 12:45,13-07-2016 13:37,Afternoon,Wed,Request Fullfilled,52.6
3598,Airport,94,Trip Completed,13-07-2016 18:38,13-07-2016 19:40,Evening,Wed,Request Fullfilled,61.3
53,Airport,95,Trip Completed,11-07-2016 03:30,11-07-2016 04:22,Early Morning,Mon,Request Fullfilled,52
3558,Airport,95,Trip Completed,13-07-2016 18:14,13-07-2016 18:51,Evening,Wed,Request Fullfilled,36.1
4257,City,95,Trip Completed,14-07-2016 06:10,14-07-2016 07:08,Morning,Thu,Request Fullfilled,57.4
4869,City,95,Trip Completed,14-07-2016 17:49,14-07-2016 18:20,Evening,Thu,Request Fullfilled,30.8
5548,City,95,Trip Completed,15-07-2016 05:24,15-07-2016 06:06,Early Morning,Fri,Request Fullfilled,42.3
5630,Airport,95,Trip Completed,15-07-2016 06:32,15-07-2016 07:14,Morning,Fri,Request Fullfilled,42.1
6645,City,95,Trip Completed,15-07-2016 22:10,15-07-2016 23:00,Night,Fri,Request Fullfilled,50.4
156,Airport,96,Trip Completed,11-07-2016 05:35,11-07-2016 06:40,Early Morning,Mon,Request Fullfilled,65
350,City,96,Trip Completed,11-07-2016 07:53,11-07-2016 08:40,Morning,Mon,Request Fullfilled,47
976,Airport,96,Trip Completed,11-07-2016 18:54,11-07-2016 19:48,Evening,Mon,Request Fullfilled,54
1344,City,96,Trip Completed,11-07-2016 23:35,12-07-2016 00:39,Night,Mon,Request Fullfilled,64
1524,City,96,Trip Completed,12-07-2016 05:50,12-07-2016 06:59,Early Morning,Tue,Request Fullfilled,69
2143,Airport,96,Trip Completed,12-07-2016 17:15,12-07-2016 17:56,Evening,Tue,Request Fullfilled,41
2353,City,96,Trip Completed,12-07-2016 19:31,12-07-2016 20:23,Evening,Tue,Request Fullfilled,52
3028,Airport,96,Trip Completed,13-07-2016 07:28,13-07-2016 08:14,Morning,Wed,Request Fullfilled,45.6
3913,Airport,96,Trip Completed,13-07-2016 22:14,13-07-2016 22:56,Night,Wed,Request Fullfilled,42.1
4274,City,96,Trip Completed,14-07-2016 06:18,14-07-2016 07:27,Morning,Thu,Request Fullfilled,68.3
4673,City,96,Trip Completed,14-07-2016 12:35,14-07-2016 13:44,Afternoon,Thu,Request Fullfilled,68.7
6198,Airport,96,Trip Completed,15-07-2016 17:23,15-07-2016 18:11,Evening,Fri,Request Fullfilled,48.7
569,Airport,97,Trip Completed,11-07-2016 10:37,11-07-2016 11:44,Morning,Mon,Request Fullfilled,67
